NACE 2 CODE,Activity Code,Economic Activity,Year,Month,Anastoles-Metapoiisi,Anastoles-Touristiki,Termatismoi-Touristiki,Termatismoi-Alloi,Total
Σύνολο,Σύνολο,Σύνολο,2017,Ιούνιος,0,1,321,11972,12294
A,1,"Γεωργία, δασοκομία και αλιεία",2017,Ιούλιος,0,0,0,107,107
B,2,Ορυχεία και λατομεία,2017,Ιούλιος,0,0,0,12,12
C,3,Μεταποίηση,2017,Ιούλιος,0,0,0,851,851
D,4,"Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού",2017,Ιούλιος,0,0,0,6,6
E,5,"Παροχή νερού, επεξεργασία λυμάτων, διαχείριση αποβλήτων και δραστηριότητες εξυγίανσης",2017,Ιούλιος,0,0,0,4,4
F,6,Κατασκευές,2017,Ιούλιος,0,0,3,661,664
G,7,Χονδρικό και λιανικό εμπόριο.  Επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών,2017,Ιούλιος,0,0,9,2446,2455
H,8,Μεταφορά και αποθήκευση,2017,Ιούλιος,0,0,0,393,393
I,9,Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης,2017,Ιούλιος,0,1,231,1093,1325
J,10,Ενημέρωση και επικοινωνία,2017,Ιούλιος,0,0,0,359,359
K,11,Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες,2017,Ιούλιος,0,0,0,596,596
L,12,Διαχείριση ακίνητης περιουσίας,2017,Ιούλιος,0,0,7,163,170
M,13,"Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες",2017,Ιούλιος,0,0,0,656,656
N,14,Διοικητικές και υποστηρικτικές δραστηριότητες,2017,Ιούλιος,0,0,0,297,297
O,15,Δημόσια διοίκηση και άμυνα. Υποχρεωτική κοινωνική ασφάλιση,2017,Ιούλιος,0,0,0,1677,1677
P,16,Εκπαίδευση,2017,Ιούλιος,0,0,0,2341,2341
Q,17,Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα,2017,Ιούλιος,0,0,1,284,285
R,18,"Τέχνες, διασκέδαση και ψυχαγωγία",2017,Ιούλιος,0,0,2,232,234
S,19,Άλλες δραστηριότητες παροχής υπηρεσιών,2017,Ιούλιος,0,0,4,385,389
T,20,Δραστηριότητες νοικοκυριών ως εργοδοτών,2017,Ιούλιος,0,0,0,31,31
U,21,Δραστηριότητες ετερόδικων οργανισμών και φορέων,2017,Ιούλιος,0,0,0,17,17
N/A,22,Μη δηλωμένη οικονομική δραστηριότητα,2017,Ιούλιος,0,0,0,1086,1086
LIM,23,Λιμενεργάτες,2017,Ιούλιος,0,0,0,5,5
Σύνολο,Σύνολο,Σύνολο,2017,Ιούλιος,0,1,257,13702,13960
A,1,"Γεωργία, δασοκομία και αλιεία",2017,Αύγουστος,0,0,0,99,99
B,2,Ορυχεία και λατομεία,2017,Αύγουστος,0,0,0,11,11
C,3,Μεταποίηση,2017,Αύγουστος,0,0,0,889,889
D,4,"Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού",2017,Αύγουστος,0,0,0,5,5
E,5,"Παροχή νερού, επεξεργασία λυμάτων, διαχείριση αποβλήτων και δραστηριότητες εξυγίανσης",2017,Αύγουστος,0,0,0,4,4
F,6,Κατασκευές,2017,Αύγουστος,0,0,2,670,672
G,7,Χονδρικό και λιανικό εμπόριο.  Επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών,2017,Αύγουστος,0,0,8,2398,2406
H,8,Μεταφορά και αποθήκευση,2017,Αύγουστος,0,0,0,375,375
I,9,Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης,2017,Αύγουστος,0,1,195,1079,1275
J,10,Ενημέρωση και επικοινωνία,2017,Αύγουστος,0,0,0,341,341
K,11,Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες,2017,Αύγουστος,0,0,0,534,534
L,12,Διαχείριση ακίνητης περιουσίας,2017,Αύγουστος,0,0,2,93,95
M,13,"Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες",2017,Αύγουστος,0,0,0,695,695
N,14,Διοικητικές και υποστηρικτικές δραστηριότητες,2017,Αύγουστος,0,0,0,290,290
O,15,Δημόσια διοίκηση και άμυνα. Υποχρεωτική κοινωνική ασφάλιση,2017,Αύγουστος,0,0,0,1739,1739
P,16,Εκπαίδευση,2017,Αύγουστος,0,0,0,2436,2436
Q,17,Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα,2017,Αύγουστος,0,0,1,286,287
R,18,"Τέχνες, διασκέδαση και ψυχαγωγία",2017,Αύγουστος,0,0,3,216,219
S,19,Άλλες δραστηριότητες παροχής υπηρεσιών,2017,Αύγουστος,0,0,4,387,391
T,20,Δραστηριότητες νοικοκυριών ως εργοδοτών,2017,Αύγουστος,0,0,0,31,31
U,21,Δραστηριότητες ετερόδικων οργανισμών και φορέων,2017,Αύγουστος,0,0,0,16,16
N/A,22,Μη δηλωμένη οικονομική δραστηριότητα,2017,Αύγουστος,0,0,0,1123,1123
LIM,23,Λιμενεργάτες,2017,Αύγουστος,0,0,0,2,2
Σύνολο,Σύνολο,Σύνολο,2017,Αύγουστος,0,1,215,13719,13935
A,1,"Γεωργία, δασοκομία και αλιεία",2017,Σεπτέμβριος,0,0,0,96,96
B,2,Ορυχεία και λατομεία,2017,Σεπτέμβριος,0,0,0,11,11
C,3,Μεταποίηση,2017,Σεπτέμβριος,14,0,0,883,897
D,4,"Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού",2017,Σεπτέμβριος,0,0,0,3,3
E,5,"Παροχή νερού, επεξεργασία λυμάτων, διαχείριση αποβλήτων και δραστηριότητες εξυγίανσης",2017,Σεπτέμβριος,0,0,0,4,4
F,6,Κατασκευές,2017,Σεπτέμβριος,0,0,5,643,648
G,7,Χονδρικό και λιανικό εμπόριο.  Επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών,2017,Σεπτέμβριος,0,0,7,2360,2367
H,8,Μεταφορά και αποθήκευση,2017,Σεπτέμβριος,0,0,0,371,371
I,9,Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης,2017,Σεπτέμβριος,0,0,189,1035,1224
J,10,Ενημέρωση και επικοινωνία,2017,Σεπτέμβριος,0,0,0,309,309
K,11,Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες,2017,Σεπτέμβριος,0,0,0,453,453
L,12,Διαχείριση ακίνητης περιουσίας,2017,Σεπτέμβριος,0,0,1,83,84
M,13,"Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες",2017,Σεπτέμβριος,0,0,0,716,716
N,14,Διοικητικές και υποστηρικτικές δραστηριότητες,2017,Σεπτέμβριος,0,0,0,264,264
O,15,Δημόσια διοίκηση και άμυνα. Υποχρεωτική κοινωνική ασφάλιση,2017,Σεπτέμβριος,0,0,0,1188,1188
P,16,Εκπαίδευση,2017,Σεπτέμβριος,0,0,0,1466,1466
Q,17,Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα,2017,Σεπτέμβριος,0,0,1,269,270
R,18,"Τέχνες, διασκέδαση και ψυχαγωγία",2017,Σεπτέμβριος,0,0,3,205,208
S,19,Άλλες δραστηριότητες παροχής υπηρεσιών,2017,Σεπτέμβριος,0,0,2,312,314
T,20,Δραστηριότητες νοικοκυριών ως εργοδοτών,2017,Σεπτέμβριος,0,0,0,30,30
U,21,Δραστηριότητες ετερόδικων οργανισμών και φορέων,2017,Σεπτέμβριος,0,0,0,12,12
N/A,22,Μη δηλωμένη οικονομική δραστηριότητα,2017,Σεπτέμβριος,0,0,1,1100,1101
LIM,23,Λιμενεργάτες,2017,Σεπτέμβριος,0,0,0,4,4
Σύνολο,Σύνολο,Σύνολο,2017,Σεπτέμβριος,14,0,209,11817,12040
A,1,"Γεωργία, δασοκομία και αλιεία",2017,Οκτώβριος,0,0,0,96,96
B,2,Ορυχεία και λατομεία,2017,Οκτώβριος,0,0,0,9,9
C,3,Μεταποίηση,2017,Οκτώβριος,22,0,0,878,900
D,4,"Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού",2017,Οκτώβριος,0,0,0,2,2
E,5,"Παροχή νερού, επεξεργασία λυμάτων, διαχείριση αποβλήτων και δραστηριότητες εξυγίανσης",2017,Οκτώβριος,0,0,0,4,4
F,6,Κατασκευές,2017,Οκτώβριος,0,0,4,583,587
G,7,Χονδρικό και λιανικό εμπόριο.  Επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών,2017,Οκτώβριος,0,0,7,2294,2301
H,8,Μεταφορά και αποθήκευση,2017,Οκτώβριος,0,0,0,372,372
I,9,Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης,2017,Οκτώβριος,0,0,349,1110,1459
J,10,Ενημέρωση και επικοινωνία,2017,Οκτώβριος,0,0,0,288,288
K,11,Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες,2017,Οκτώβριος,0,0,0,418,418
L,12,Διαχείριση ακίνητης περιουσίας,2017,Οκτώβριος,0,0,1,90,91
M,13,"Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες",2017,Οκτώβριος,0,0,0,698,698
N,14,Διοικητικές και υποστηρικτικές δραστηριότητες,2017,Οκτώβριος,0,0,0,290,290
O,15,Δημόσια διοίκηση και άμυνα. Υποχρεωτική κοινωνική ασφάλιση,2017,Οκτώβριος,0,0,0,568,568
P,16,Εκπαίδευση,2017,Οκτώβριος,0,0,0,528,528
Q,17,Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα,2017,Οκτώβριος,0,0,1,245,246
R,18,"Τέχνες, διασκέδαση και ψυχαγωγία",2017,Οκτώβριος,0,0,0,191,191
S,19,Άλλες δραστηριότητες παροχής υπηρεσιών,2017,Οκτώβριος,0,0,9,238,247
T,20,Δραστηριότητες νοικοκυριών ως εργοδοτών,2017,Οκτώβριος,0,0,0,25,25
U,21,Δραστηριότητες ετερόδικων οργανισμών και φορέων,2017,Οκτώβριος,0,0,0,7,7
N/A,22,Μη δηλωμένη οικονομική δραστηριότητα,2017,Οκτώβριος,0,0,1,987,988
LIM,23,Λιμενεργάτες,2017,Οκτώβριος,0,0,0,1,1
Σύνολο,Σύνολο,Σύνολο,2017,Οκτώβριος,22,0,372,9922,10316
A,1,"Γεωργία, δασοκομία και αλιεία",2017,Νοέμβριος,0,0,0,70,70
B,2,Ορυχεία και λατομεία,2017,Νοέμβριος,0,0,0,10,10
C,3,Μεταποίηση,2017,Νοέμβριος,27,0,3,908,938
D,4,"Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού",2017,Νοέμβριος,0,0,0,2,2
E,5,"Παροχή νερού, επεξεργασία λυμάτων, διαχείριση αποβλήτων και δραστηριότητες εξυγίανσης",2017,Νοέμβριος,0,0,0,4,4
F,6,Κατασκευές,2017,Νοέμβριος,0,0,7,553,560
G,7,Χονδρικό και λιανικό εμπόριο.  Επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών,2017,Νοέμβριος,0,157,39,2839,3035
H,8,Μεταφορά και αποθήκευση,2017,Νοέμβριος,0,20,12,788,820
I,9,Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης,2017,Νοέμβριος,0,1339,4471,2641,8451
J,10,Ενημέρωση και επικοινωνία,2017,Νοέμβριος,0,0,2,297,299
K,11,Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες,2017,Νοέμβριος,0,0,0,376,376
L,12,Διαχείριση ακίνητης περιουσίας,2017,Νοέμβριος,0,0,6,130,136
M,13,"Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες",2017,Νοέμβριος,0,0,0,663,663
N,14,Διοικητικές και υποστηρικτικές δραστηριότητες,2017,Νοέμβριος,0,52,8,606,666
O,15,Δημόσια διοίκηση και άμυνα. Υποχρεωτική κοινωνική ασφάλιση,2017,Νοέμβριος,0,8,1,769,778
P,16,Εκπαίδευση,2017,Νοέμβριος,0,12,0,332,344
Q,17,Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα,2017,Νοέμβριος,0,0,1,253,254
R,18,"Τέχνες, διασκέδαση και ψυχαγωγία",2017,Νοέμβριος,0,40,8,343,391
S,19,Άλλες δραστηριότητες παροχής υπηρεσιών,2017,Νοέμβριος,0,7,22,331,360
T,20,Δραστηριότητες νοικοκυριών ως εργοδοτών,2017,Νοέμβριος,0,0,0,22,22
U,21,Δραστηριότητες ετερόδικων οργανισμών και φορέων,2017,Νοέμβριος,0,0,0,6,6
N/A,22,Μη δηλωμένη οικονομική δραστηριότητα,2017,Νοέμβριος,0,0,5,877,882
LIM,23,Λιμενεργάτες,2017,Νοέμβριος,0,0,0,0,0
Σύνολο,Σύνολο,Σύνολο,2017,Νοέμβριος,27,1635,4585,12820,19067
A,1,"Γεωργία, δασοκομία και αλιεία",2017,Δεκέμβριος,0,0,0,68,68
B,2,Ορυχεία και λατομεία,2017,Δεκέμβριος,0,0,0,10,10
C,3,Μεταποίηση,2017,Δεκέμβριος,26,0,4,906,936
D,4,"Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού",2017,Δεκέμβριος,0,0,0,1,1
E,5,"Παροχή νερού, επεξεργασία λυμάτων, διαχείριση αποβλήτων και δραστηριότητες εξυγίανσης",2017,Δεκέμβριος,0,0,9,4,13
F,6,Κατασκευές,2017,Δεκέμβριος,0,0,51,563,614
G,7,Χονδρικό και λιανικό εμπόριο.  Επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών,2017,Δεκέμβριος,0,217,12,2942,3171
H,8,Μεταφορά και αποθήκευση,2017,Δεκέμβριος,0,22,5765,961,6748
I,9,Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης,2017,Δεκέμβριος,0,2706,0,3052,5758
J,10,Ενημέρωση και επικοινωνία,2017,Δεκέμβριος,0,0,2,285,287
K,11,Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες,2017,Δεκέμβριος,0,0,0,374,374
L,12,Διαχείριση ακίνητης περιουσίας,2017,Δεκέμβριος,0,0,7,152,159
M,13,"Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες",2017,Δεκέμβριος,0,0,0,656,656
N,14,Διοικητικές και υποστηρικτικές δραστηριότητες,2017,Δεκέμβριος,0,52,21,707,780
O,15,Δημόσια διοίκηση και άμυνα. Υποχρεωτική κοινωνική ασφάλιση,2017,Δεκέμβριος,0,14,5,1740,1759
P,16,Εκπαίδευση,2017,Δεκέμβριος,0,10,0,326,336
Q,17,Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα,2017,Δεκέμβριος,0,0,1,255,256
R,18,"Τέχνες, διασκέδαση και ψυχαγωγία",2017,Δεκέμβριος,0,41,12,371,424
S,19,Άλλες δραστηριότητες παροχής υπηρεσιών,2017,Δεκέμβριος,0,15,28,386,429
T,20,Δραστηριότητες νοικοκυριών ως εργοδοτών,2017,Δεκέμβριος,0,0,0,25,25
U,21,Δραστηριότητες ετερόδικων οργανισμών και φορέων,2017,Δεκέμβριος,0,0,0,6,6
N/A,22,Μη δηλωμένη οικονομική δραστηριότητα,2017,Δεκέμβριος,0,6,10,840,856
LIM,23,Λιμενεργάτες,2017,Δεκέμβριος,0,0,0,0,0
Σύνολο,Σύνολο,Σύνολο,2017,Δεκέμβριος,26,3083,5927,14630,23666
